,RLG Index,RLV Index,VIX Index,,,,RLG Index,RLV Index,,,,,,,,,,
,PX_LAST,PX_LAST,PX_LAST,Spread,,,Return,Return,,,,,,,,,,
#NAME?,200.00,#NAME?,#NAME?,,,,,,,,,,,,,,,
9/1/92,201.17,200.83,13.40,#NAME?,,,0.58%,#NAME?,,,vix_index,r_growth_(t-1),r_value_(t-1),p_growth_(t-1),p_value_(t-1),p_joint_(t-1),p_spread_(t-1),spread
10/29/09,469.65,547.16,24.76,0.96%,,,1.79%,2.75%,,10/29/09,27.91%,-1.8740%,-2.3535%,7.5496%,#NAME?,1.46%,#NAME?,0.9627%
10/30/09,458.73,529.16,30.69,-0.96%,,,-2.33%,-3.29%,,10/30/09,24.76%,1.7869%,2.7496%,90.7661%,#NAME?,94.01%,#NAME?,-0.9629%
11/2/09,462.01,531.94,29.78,-0.19%,,,0.72%,0.53%,,11/2/09,30.69%,-2.3266%,-3.2896%,3.7738%,#NAME?,0.59%,#NAME?,-0.1908%
11/3/09,462.66,535.08,28.81,0.45%,,,0.14%,0.59%,,11/3/09,29.78%,0.7163%,0.5256%,69.7989%,#NAME?,67.26%,#NAME?,0.4504%
11/4/09,464.34,533.82,27.72,-0.60%,,,0.36%,-0.24%,,11/4/09,28.81%,0.1403%,0.5907%,53.3441%,#NAME?,51.62%,#NAME?,-0.5980%
11/5/09,473.70,544.13,25.43,-0.08%,,,2.01%,1.93%,,11/5/09,27.72%,0.3629%,-0.2351%,59.9452%,#NAME?,31.52%,#NAME?,-0.0839%
11/6/09,474.96,545.03,24.19,-0.10%,,,0.27%,0.16%,,11/6/09,25.43%,2.0149%,1.9310%,93.3002%,#NAME?,93.99%,#NAME?,-0.1017%
11/9/09,484.42,558.61,23.15,0.50%,,,1.99%,2.49%,,11/9/09,24.19%,0.2662%,0.1645%,57.1017%,#NAME?,47.68%,#NAME?,0.4996%
11/10/09,484.83,558.10,22.84,-0.17%,,,0.08%,-0.09%,,11/10/09,23.15%,1.9922%,2.4918%,93.0747%,#NAME?,94.89%,#NAME?,-0.1748%
11/11/09,487.13,561.27,23.04,0.09%,,,0.48%,0.57%,,11/11/09,22.84%,0.0844%,-0.0904%,51.6670%,#NAME?,34.13%,#NAME?,0.0917%
11/12/09,483.05,553.77,24.24,-0.50%,,,-0.84%,-1.34%,,11/12/09,23.04%,0.4752%,0.5669%,63.1823%,#NAME?,63.12%,#NAME?,-0.4971%
11/13/09,486.63,556.37,23.36,-0.27%,,,0.74%,0.47%,,11/13/09,24.24%,-0.8390%,-1.3361%,25.6229%,#NAME?,5.67%,#NAME?,-0.2711%
11/16/09,492.97,565.54,22.89,0.35%,,,1.30%,1.65%,,11/16/09,23.36%,0.7411%,0.4701%,70.4484%,#NAME?,66.10%,#NAME?,0.3452%
11/17/09,493.71,565.64,22.41,-0.13%,,,0.15%,0.02%,,11/17/09,22.89%,1.3039%,1.6491%,83.1972%,#NAME?,88.33%,#NAME?,-0.1332%
11/18/09,492.40,566.08,21.63,0.34%,,,-0.26%,0.08%,,11/18/09,22.41%,0.1495%,0.0163%,53.6214%,#NAME?,39.58%,#NAME?,0.3421%
11/19/09,486.48,557.08,22.63,-0.39%,,,-1.20%,-1.59%,,11/19/09,21.63%,-0.2641%,0.0780%,41.2460%,#NAME?,29.22%,#NAME?,-0.3876%
11/20/09,484.97,554.93,22.19,-0.07%,,,-0.31%,-0.39%,,11/20/09,22.63%,-1.2025%,-1.5901%,17.6369%,#NAME?,3.71%,#NAME?,-0.0744%
11/23/09,490.75,562.80,21.16,0.23%,,,1.19%,1.42%,,11/23/09,22.19%,-0.3112%,-0.3856%,39.8684%,#NAME?,19.33%,#NAME?,0.2275%
11/24/09,490.71,562.07,20.47,-0.12%,,,-0.01%,-0.13%,,11/24/09,21.16%,1.1916%,1.4191%,80.9833%,#NAME?,86.09%,#NAME?,-0.1220%
11/25/09,492.94,565.04,20.48,0.07%,,,0.46%,0.53%,,11/25/09,20.47%,-0.0077%,-0.1297%,48.8928%,#NAME?,30.89%,#NAME?,0.0717%
11/26/09,492.94,565.04,20.48,0.00%,,,0.00%,0.00%,,11/26/09,20.48%,0.4555%,0.5272%,62.6189%,#NAME?,61.85%,#NAME?,0.0000%
11/27/09,485.38,553.99,24.74,-0.42%,,,-1.54%,-1.96%,,11/27/09,20.48%,0.0000%,0.0000%,49.1258%,#NAME?,35.29%,#NAME?,-0.4202%
11/30/09,485.87,557.44,24.51,0.52%,,,0.10%,0.62%,,11/30/09,24.74%,-1.5351%,-1.9553%,11.8947%,#NAME?,2.33%,#NAME?,0.5202%
12/1/09,492.30,564.11,21.92,-0.12%,,,1.32%,1.20%,,12/1/09,24.51%,0.1022%,0.6224%,52.2009%,#NAME?,50.12%,#NAME?,-0.1247%
12/2/09,493.02,564.39,21.12,-0.10%,,,0.15%,0.05%,,12/2/09,21.92%,1.3224%,1.1976%,83.5452%,#NAME?,85.99%,#NAME?,-0.0972%
12/3/09,489.59,558.79,22.46,-0.30%,,,-0.70%,-0.99%,,12/3/09,21.12%,0.1467%,0.0495%,53.5362%,#NAME?,40.78%,#NAME?,-0.2968%
12/4/09,492.10,562.67,21.25,0.18%,,,0.51%,0.69%,,12/4/09,22.46%,-0.6963%,-0.9931%,29.2068%,#NAME?,8.51%,#NAME?,0.1813%
12/7/09,491.04,561.34,22.10,-0.02%,,,-0.22%,-0.24%,,12/7/09,21.25%,0.5133%,0.6945%,64.2598%,#NAME?,66.21%,#NAME?,-0.0206%
12/8/09,486.47,555.31,23.69,-0.14%,,,-0.93%,-1.07%,,12/8/09,22.10%,-0.2154%,-0.2360%,42.6828%,#NAME?,23.87%,#NAME?,-0.1422%
12/9/09,488.39,557.01,22.66,-0.09%,,,0.40%,0.31%,,12/9/09,23.69%,-0.9317%,-1.0739%,23.4236%,#NAME?,6.92%,#NAME?,-0.0895%
12/10/09,491.70,559.82,22.32,-0.17%,,,0.68%,0.50%,,12/10/09,22.66%,0.3953%,0.3058%,60.8871%,#NAME?,55.08%,#NAME?,-0.1736%
12/11/09,492.62,563.18,21.59,0.41%,,,0.19%,0.60%,,12/11/09,22.32%,0.6777%,0.5041%,68.7758%,#NAME?,66.10%,#NAME?,0.4142%
12/14/09,496.71,567.30,21.15,-0.10%,,,0.83%,0.73%,,12/14/09,21.59%,0.1867%,0.6009%,54.7350%,#NAME?,53.72%,#NAME?,-0.0985%
12/15/09,494.71,563.92,21.49,-0.20%,,,-0.40%,-0.60%,,12/15/09,21.15%,0.8301%,0.7316%,72.7226%,#NAME?,73.48%,#NAME?,-0.1951%
12/16/09,495.06,565.46,20.54,0.20%,,,0.07%,0.27%,,12/16/09,21.49%,-0.4008%,-0.5960%,37.2822%,#NAME?,14.84%,#NAME?,0.2034%
12/17/09,489.25,558.95,22.51,0.02%,,,-1.17%,-1.15%,,12/17/09,20.54%,0.0695%,0.2729%,51.2189%,#NAME?,44.47%,#NAME?,0.0231%
12/18/09,492.57,561.79,21.68,-0.17%,,,0.68%,0.51%,,12/18/09,22.51%,-1.1740%,-1.1509%,18.1989%,#NAME?,5.63%,#NAME?,-0.1716%
12/21/09,497.33,568.21,20.49,0.18%,,,0.96%,1.14%,,12/21/09,21.68%,0.6802%,0.5086%,68.8423%,#NAME?,66.26%,#NAME?,0.1780%
12/22/09,500.01,569.84,19.54,-0.25%,,,0.54%,0.29%,,12/22/09,20.49%,0.9647%,1.1428%,75.9927%,#NAME?,81.03%,#NAME?,-0.2534%
12/23/09,502.19,570.46,19.71,-0.33%,,,0.44%,0.11%,,12/23/09,19.54%,0.5401%,0.2867%,65.0117%,#NAME?,57.28%,#NAME?,-0.3284%
12/24/09,504.77,573.55,19.47,0.03%,,,0.51%,0.54%,,12/24/09,19.71%,0.4362%,0.1077%,62.0667%,#NAME?,48.53%,#NAME?,0.0294%
12/25/09,504.77,573.55,19.47,0.00%,,,0.00%,0.00%,,12/25/09,19.47%,0.5135%,0.5429%,64.2671%,#NAME?,63.65%,#NAME?,0.0000%
12/28/09,505.82,573.27,19.93,-0.26%,,,0.21%,-0.05%,,12/28/09,19.47%,0.0000%,0.0000%,49.1258%,#NAME?,35.29%,#NAME?,-0.2570%
12/29/09,505.38,571.99,20.01,-0.14%,,,-0.09%,-0.22%,,12/29/09,19.93%,0.2082%,-0.0488%,55.3774%,#NAME?,37.99%,#NAME?,-0.1377%
12/30/09,505.70,571.67,19.96,-0.12%,,,0.06%,-0.05%,,12/30/09,20.01%,-0.0872%,-0.2248%,46.5056%,#NAME?,26.49%,#NAME?,-0.1169%
12/31/09,500.22,566.27,21.68,0.14%,,,-1.08%,-0.95%,,12/31/09,19.96%,0.0623%,-0.0545%,51.0020%,#NAME?,34.99%,#NAME?,0.1370%
1/1/10,500.22,566.27,21.68,0.00%,,,0.00%,0.00%,,1/1/10,21.68%,-1.0825%,-0.9455%,20.0808%,#NAME?,7.02%,#NAME?,0.0000%
1/4/10,507.03,576.88,20.04,0.51%,,,1.36%,1.87%,,1/4/10,21.68%,0.0000%,0.0000%,49.1258%,#NAME?,35.29%,#NAME?,0.5127%
1/5/10,507.29,580.48,19.35,0.57%,,,0.05%,0.62%,,1/5/10,20.04%,1.3606%,1.8733%,84.2500%,#NAME?,89.58%,#NAME?,0.5731%
1/6/10,506.83,582.20,19.16,0.39%,,,-0.09%,0.30%,,1/6/10,19.35%,0.0511%,0.6242%,50.6635%,#NAME?,47.66%,#NAME?,0.3888%
1/7/10,507.18,586.49,19.06,0.67%,,,0.07%,0.74%,,1/7/10,19.16%,-0.0913%,0.2975%,46.3832%,#NAME?,38.24%,#NAME?,0.6658%
1/8/10,509.31,587.70,18.13,-0.21%,,,0.42%,0.21%,,1/8/10,19.06%,0.0698%,0.7357%,51.2282%,#NAME?,49.20%,#NAME?,-0.2141%
1/11/10,509.56,589.19,17.55,0.21%,,,0.05%,0.25%,,1/11/10,18.13%,0.4210%,0.2068%,61.6285%,#NAME?,52.36%,#NAME?,0.2053%
1/12/10,505.58,582.12,18.25,-0.42%,,,-0.78%,-1.20%,,1/12/10,17.55%,0.0487%,0.2540%,50.5916%,#NAME?,43.32%,#NAME?,-0.4196%
1/13/10,509.89,587.29,17.85,0.04%,,,0.85%,0.89%,,1/13/10,18.25%,-0.7809%,-1.2005%,27.0549%,#NAME?,6.68%,#NAME?,0.0372%
1/14/10,511.06,588.54,17.63,-0.02%,,,0.23%,0.21%,,1/14/10,17.85%,0.8515%,0.8886%,73.2575%,#NAME?,76.33%,#NAME?,-0.0172%
1/15/10,506.04,581.45,17.91,-0.22%,,,-0.98%,-1.21%,,1/15/10,17.63%,0.2301%,0.2128%,56.0281%,#NAME?,48.30%,#NAME?,-0.2223%
1/18/10,506.04,581.45,17.91,0.00%,,,0.00%,0.00%,,1/18/10,17.91%,-0.9827%,-1.2050%,22.2605%,#NAME?,5.98%,#NAME?,0.0000%
1/19/10,512.28,588.69,17.58,0.01%,,,1.23%,1.24%,,1/19/10,17.91%,0.0000%,0.0000%,49.1258%,#NAME?,35.29%,#NAME?,0.0104%
1/20/10,506.56,583.16,18.68,0.18%,,,-1.12%,-0.94%,,1/20/10,17.58%,1.2341%,1.2445%,81.8412%,#NAME?,85.51%,#NAME?,0.1780%
1/21/10,498.99,570.64,22.27,-0.65%,,,-1.49%,-2.15%,,1/21/10,18.68%,-1.1175%,-0.9395%,19.3462%,#NAME?,6.90%,#NAME?,-0.6525%
1/22/10,488.01,558.14,27.31,0.01%,,,-2.20%,-2.19%,,1/22/10,22.27%,-1.4946%,-2.1471%,12.5128%,#NAME?,2.05%,#NAME?,0.0095%
1/25/10,489.95,560.98,25.41,0.11%,,,0.40%,0.51%,,1/25/10,27.31%,-2.1997%,-2.1902%,4.6307%,#NAME?,1.35%,#NAME?,0.1117%
1/26/10,489.10,557.31,24.55,-0.48%,,,-0.17%,-0.65%,,1/26/10,25.41%,0.3969%,0.5087%,60.9340%,#NAME?,59.86%,#NAME?,-0.4810%
1/27/10,491.04,559.95,23.14,0.08%,,,0.40%,0.47%,,1/27/10,24.55%,-0.1725%,-0.6535%,43.9571%,#NAME?,15.84%,#NAME?,0.0779%
1/28/10,483.82,554.62,23.73,0.52%,,,-1.47%,-0.95%,,1/28/10,23.14%,0.3956%,0.4735%,60.8964%,#NAME?,59.15%,#NAME?,0.5180%
1/29/10,478.11,549.59,24.62,0.27%,,,-1.18%,-0.91%,,1/29/10,23.73%,-1.4697%,-0.9517%,12.9033%,#NAME?,5.39%,#NAME?,0.2734%
2/1/10,484.36,558.64,22.59,0.34%,,,1.31%,1.65%,,2/1/10,24.62%,-1.1810%,-0.9076%,18.0595%,#NAME?,6.78%,#NAME?,0.3400%
2/2/10,490.01,566.78,21.48,0.29%,,,1.17%,1.46%,,2/2/10,22.59%,1.3072%,1.6472%,83.2608%,#NAME?,88.36%,#NAME?,0.2916%
2/3/10,488.96,561.60,21.60,-0.70%,,,-0.21%,-0.91%,,2/3/10,21.48%,1.1659%,1.4575%,80.4512%,#NAME?,85.92%,#NAME?,-0.6997%
2/4/10,474.74,542.53,26.08,-0.49%,,,-2.91%,-3.40%,,2/4/10,21.60%,-0.2139%,-0.9136%,42.7280%,#NAME?,11.69%,#NAME?,-0.4879%
2/5/10,476.33,543.64,26.11,-0.13%,,,0.34%,0.20%,,2/5/10,26.08%,-2.9086%,-3.3965%,1.3320%,#NAME?,0.40%,#NAME?,-0.1310%
2/8/10,473.03,538.17,26.51,-0.31%,,,-0.69%,-1.01%,,2/8/10,26.11%,0.3358%,0.2048%,59.1519%,#NAME?,50.60%,#NAME?,-0.3125%
2/9/10,479.12,545.30,26.00,0.04%,,,1.29%,1.32%,,2/9/10,26.51%,-0.6928%,-1.0053%,29.2981%,#NAME?,8.43%,#NAME?,0.0362%
2/10/10,477.87,544.39,25.40,0.09%,,,-0.26%,-0.17%,,2/10/10,26.00%,1.2881%,1.3243%,82.8961%,#NAME?,86.69%,#NAME?,0.0937%
2/11/10,483.14,549.72,23.96,-0.12%,,,1.10%,0.98%,,2/11/10,25.40%,-0.2617%,-0.1680%,41.3164%,#NAME?,24.48%,#NAME?,-0.1237%
2/12/10,482.78,548.32,22.73,-0.18%,,,-0.08%,-0.26%,,2/12/10,23.96%,1.1039%,0.9802%,79.1333%,#NAME?,81.06%,#NAME?,-0.1796%
2/15/10,482.78,548.32,22.73,0.00%,,,0.00%,0.00%,,2/15/10,22.73%,-0.0762%,-0.2558%,46.8361%,#NAME?,25.84%,#NAME?,0.0000%
2/16/10,490.14,559.94,22.25,0.59%,,,1.53%,2.12%,,2/16/10,22.73%,0.0000%,0.0000%,49.1258%,#NAME?,35.29%,#NAME?,0.5942%
2/17/10,492.83,561.78,21.72,-0.22%,,,0.55%,0.33%,,2/17/10,22.25%,1.5256%,2.1198%,87.0607%,#NAME?,91.63%,#NAME?,-0.2201%
2/18/10,496.19,565.21,20.63,-0.07%,,,0.68%,0.61%,,2/18/10,21.72%,0.5494%,0.3293%,65.2725%,#NAME?,58.87%,#NAME?,-0.0716%
2/19/10,496.57,567.22,20.02,0.28%,,,0.08%,0.36%,,2/19/10,20.63%,0.6810%,0.6093%,68.8618%,#NAME?,68.61%,#NAME?,0.2811%
2/22/10,495.46,567.17,19.94,0.21%,,,-0.22%,-0.01%,,2/22/10,20.02%,0.0760%,0.3570%,51.4128%,#NAME?,46.12%,#NAME?,0.2131%
2/23/10,489.78,559.40,21.37,-0.22%,,,-1.15%,-1.37%,,2/23/10,19.94%,-0.2219%,-0.0088%,42.4899%,#NAME?,28.83%,#NAME?,-0.2227%
2/24/10,493.99,565.27,20.27,0.19%,,,0.86%,1.05%,,2/24/10,21.37%,-1.1478%,-1.3705%,18.7257%,#NAME?,4.70%,#NAME?,0.1884%
2/25/10,493.42,564.04,20.10,-0.10%,,,-0.11%,-0.22%,,2/25/10,20.27%,0.8604%,1.0488%,73.4780%,#NAME?,78.38%,#NAME?,-0.1030%
2/26/10,493.60,565.42,19.50,0.21%,,,0.04%,0.25%,,2/26/10,20.10%,-0.1150%,-0.2180%,45.6729%,#NAME?,26.16%,#NAME?,0.2083%
3/1/10,499.46,570.91,19.26,-0.21%,,,1.19%,0.97%,,3/1/10,19.50%,0.0367%,0.2450%,50.2301%,#NAME?,42.69%,#NAME?,-0.2143%
3/2/10,500.73,572.92,19.06,0.10%,,,0.25%,0.35%,,3/2/10,19.26%,1.1862%,0.9718%,80.8714%,#NAME?,81.81%,#NAME?,0.0976%
3/3/10,500.93,572.85,18.83,-0.05%,,,0.04%,-0.01%,,3/3/10,19.06%,0.2541%,0.3517%,56.7420%,#NAME?,52.46%,#NAME?,-0.0523%
3/4/10,502.77,574.69,18.72,-0.05%,,,0.37%,0.32%,,3/4/10,18.83%,0.0407%,-0.0115%,50.3522%,#NAME?,35.99%,#NAME?,-0.0466%
3/5/10,508.92,583.87,17.42,0.38%,,,1.22%,1.60%,,3/5/10,18.72%,0.3667%,0.3202%,60.0565%,#NAME?,54.80%,#NAME?,0.3758%
3/8/10,508.77,584.14,17.79,0.07%,,,-0.03%,0.05%,,3/8/10,17.42%,1.2224%,1.5983%,81.6080%,#NAME?,87.17%,#NAME?,0.0750%
3/9/10,509.71,585.08,17.92,-0.02%,,,0.19%,0.16%,,3/9/10,17.79%,-0.0291%,0.0459%,48.2509%,#NAME?,35.80%,#NAME?,-0.0247%
3/10/10,511.67,588.67,18.57,0.23%,,,0.38%,0.61%,,3/10/10,17.92%,0.1852%,0.1604%,54.6888%,#NAME?,45.53%,#NAME?,0.2298%
3/11/10,513.37,591.25,18.06,0.11%,,,0.33%,0.44%,,3/11/10,18.57%,0.3839%,0.6138%,60.5577%,#NAME?,61.16%,#NAME?,0.1067%
3/12/10,513.59,591.14,17.58,-0.06%,,,0.04%,-0.02%,,3/12/10,18.06%,0.3321%,0.4388%,59.0430%,#NAME?,56.62%,#NAME?,-0.0625%
3/15/10,514.08,590.56,18.00,-0.19%,,,0.10%,-0.10%,,3/15/10,17.58%,0.0430%,-0.0195%,50.4217%,#NAME?,35.78%,#NAME?,-0.1932%
3/16/10,517.06,596.80,17.69,0.48%,,,0.58%,1.06%,,3/16/10,18.00%,0.0956%,-0.0976%,52.0029%,#NAME?,34.07%,#NAME?,0.4763%
3/17/10,519.42,601.22,16.91,0.28%,,,0.46%,0.74%,,3/17/10,17.69%,0.5795%,1.0558%,66.1062%,#NAME?,71.76%,#NAME?,0.2847%
3/18/10,519.95,599.56,16.62,-0.38%,,,0.10%,-0.28%,,3/18/10,16.91%,0.4566%,0.7413%,62.6521%,#NAME?,65.11%,#NAME?,-0.3776%
3/19/10,517.53,595.64,16.97,-0.19%,,,-0.46%,-0.65%,,3/19/10,16.62%,0.1020%,-0.2756%,52.1964%,#NAME?,27.83%,#NAME?,-0.1902%
3/22/10,520.70,598.81,16.87,-0.08%,,,0.61%,0.53%,,3/22/10,16.97%,-0.4645%,-0.6546%,35.4797%,#NAME?,13.47%,#NAME?,-0.0792%
3/23/10,524.09,603.77,16.35,0.18%,,,0.65%,0.83%,,3/23/10,16.87%,0.6119%,0.5327%,66.9979%,#NAME?,65.61%,#NAME?,0.1772%
3/24/10,520.37,601.45,17.55,0.32%,,,-0.71%,-0.39%,,3/24/10,16.35%,0.6516%,0.8288%,68.0751%,#NAME?,71.59%,#NAME?,0.3242%
3/25/10,519.74,599.15,18.40,-0.26%,,,-0.12%,-0.38%,,3/25/10,17.55%,-0.7098%,-0.3856%,28.8584%,#NAME?,14.11%,#NAME?,-0.2611%
3/26/10,519.95,599.71,17.77,0.05%,,,0.04%,0.09%,,3/26/10,18.40%,-0.1207%,-0.3817%,45.5023%,#NAME?,21.97%,#NAME?,0.0536%
3/29/10,522.56,603.89,17.59,0.20%,,,0.50%,0.70%,,3/29/10,17.77%,0.0398%,0.0935%,50.3247%,#NAME?,39.28%,#NAME?,0.1953%
3/30/10,523.75,602.57,17.13,-0.45%,,,0.23%,-0.22%,,3/30/10,17.59%,0.5022%,0.6975%,63.9460%,#NAME?,65.94%,#NAME?,-0.4452%
3/31/10,521.38,601.29,17.59,0.24%,,,-0.45%,-0.21%,,3/31/10,17.13%,0.2268%,-0.2184%,55.9304%,#NAME?,31.17%,#NAME?,0.2393%
